segment_id,start_time,end_time,duration
17683,2022-04-11 10:20:05.783764,2022-04-11 10:48:05.680289,0 days 00:27:59.896525
17685,2022-04-11 10:49:06.168266,2022-04-11 14:33:05.525474,0 days 03:43:59.357208
17686,2022-04-11 14:34:06.003218,2022-04-11 15:06:05.748824,0 days 00:31:59.745606
17782,2022-04-11 19:12:05.691439,2022-04-12 04:45:05.721704,0 days 09:33:00.030265
17816,2022-04-12 06:10:05.646690,2022-04-12 06:35:05.918790,0 days 00:25:00.272100
17910,2022-04-12 09:48:06.235092,2022-04-13 04:45:05.837729,0 days 18:56:59.602637
18014,2022-04-13 08:10:05.701227,2022-04-13 08:29:05.966596,0 days 00:19:00.265369
18016,2022-04-13 08:30:05.541532,2022-04-13 10:19:05.555176,0 days 01:49:00.013644
18026,2022-04-13 11:07:06.274577,2022-04-13 18:27:05.513530,0 days 07:19:59.238953
18029,2022-04-13 18:34:05.947050,2022-04-13 18:57:05.496399,0 days 00:22:59.549349
18030,2022-04-13 18:58:06.220345,2022-04-14 04:45:05.619675,0 days 09:46:59.399330
18103,2022-04-14 07:26:06.096119,2022-04-15 04:44:05.964990,0 days 21:17:59.868871
18125,2022-04-15 06:16:05.925451,2022-04-15 15:11:05.480485,0 days 08:54:59.555034
18126,2022-04-15 15:12:05.888029,2022-04-15 15:49:05.747844,0 days 00:36:59.859815
18128,2022-04-15 15:54:05.580535,2022-04-15 17:32:05.290183,0 days 01:37:59.709648
18131,2022-04-15 17:46:05.364542,2022-04-16 04:45:05.293616,0 days 10:58:59.929074
18168,2022-04-16 06:47:05.750225,2022-04-16 15:07:05.924271,0 days 08:20:00.174046
18172,2022-04-16 15:13:05.302931,2022-04-16 15:30:06.044604,0 days 00:17:00.741673
18191,2022-04-16 16:15:05.365926,2022-04-18 04:45:06.151382,1 days 12:30:00.785456
18384,2022-04-18 11:01:06.259965,2022-04-18 11:36:05.622723,0 days 00:34:59.362758
18386,2022-04-18 11:37:05.875534,2022-04-18 13:45:06.092045,0 days 02:08:00.216511
18388,2022-04-18 13:46:05.468549,2022-04-18 14:01:06.222772,0 days 00:15:00.754223
18390,2022-04-18 14:02:05.673448,2022-04-18 14:18:05.882194,0 days 00:16:00.208746
18577,2022-04-18 19:15:06.209267,2022-04-19 04:45:05.640910,0 days 09:29:59.431643
19045,2022-04-19 19:14:05.877220,2022-04-20 04:45:06.018293,0 days 09:31:00.141073
19211,2022-04-20 09:28:06.319096,2022-04-20 11:19:05.622729,0 days 01:50:59.303633
19215,2022-04-20 11:36:06.281764,2022-04-20 11:53:05.497367,0 days 00:16:59.215603
19217,2022-04-20 11:54:05.954470,2022-04-20 12:35:06.219235,0 days 00:41:00.264765
19219,2022-04-20 12:36:05.667646,2022-04-20 16:41:05.524934,0 days 04:04:59.857288
19255,2022-04-20 19:12:05.659383,2022-04-21 04:44:05.927906,0 days 09:32:00.268523
19392,2022-04-21 09:33:05.758809,2022-04-21 16:55:06.149435,0 days 07:22:00.390626
19394,2022-04-21 16:56:05.593746,2022-04-21 17:20:05.659654,0 days 00:24:00.065908
19398,2022-04-21 17:36:05.694633,2022-04-21 17:53:06.314752,0 days 00:17:00.620119
19404,2022-04-21 18:18:05.361350,2022-04-21 18:57:06.205331,0 days 00:39:00.843981
19410,2022-04-21 19:09:05.441344,2022-04-22 04:44:06.339554,0 days 09:35:00.898210
19635,2022-04-22 12:10:05.611892,2022-04-22 12:29:05.955808,0 days 00:19:00.343916
19639,2022-04-22 12:42:06.310531,2022-04-22 13:05:05.451136,0 days 00:22:59.140605
19643,2022-04-22 13:10:05.969077,2022-04-22 13:43:05.617553,0 days 00:32:59.648476
19645,2022-04-22 13:46:06.055756,2022-04-22 15:17:05.596046,0 days 01:30:59.540290
19725,2022-04-22 19:11:05.749788,2022-04-23 04:44:05.466626,0 days 09:32:59.716838
19727,2022-04-23 04:45:06.127196,2022-04-23 05:03:06.051684,0 days 00:17:59.924488
19840,2022-04-23 08:08:06.122858,2022-04-23 08:31:06.237823,0 days 00:23:00.114965
19844,2022-04-23 08:48:06.192302,2022-04-23 09:06:05.865277,0 days 00:17:59.672975
19848,2022-04-23 09:20:05.438149,2022-04-25 04:44:05.749082,1 days 19:24:00.310933
19931,2022-04-25 07:25:06.371478,2022-04-25 16:56:06.218255,0 days 09:30:59.846777
19941,2022-04-25 17:15:05.678114,2022-04-25 17:36:05.762709,0 days 00:21:00.084595
19949,2022-04-25 18:12:05.831484,2022-04-26 04:44:06.204266,0 days 10:32:00.372782
20013,2022-04-26 07:00:06.376994,2022-04-26 07:18:05.878657,0 days 00:17:59.501663
20027,2022-04-26 08:06:06.130013,2022-04-26 08:26:05.847079,0 days 00:19:59.717066
20029,2022-04-26 08:28:06.187004,2022-04-26 08:48:05.884343,0 days 00:19:59.697339
20030,2022-04-26 08:49:05.450073,2022-04-26 09:56:05.538448,0 days 01:07:00.088375
20031,2022-04-26 09:57:06.366136,2022-04-27 04:44:05.517270,0 days 18:46:59.151134
20032,2022-04-27 04:44:05.520189,2022-04-27 05:16:06.335241,0 days 00:32:00.815052
20469,2022-04-27 19:14:05.397686,2022-04-28 04:44:05.665854,0 days 09:30:00.268168
20562,2022-04-28 09:01:05.502789,2022-04-28 16:30:06.032857,0 days 07:29:00.530068
20565,2022-04-28 16:40:05.388871,2022-04-28 17:14:06.168152,0 days 00:34:00.779281
20566,2022-04-28 17:15:05.619724,2022-04-28 19:05:05.977594,0 days 01:50:00.357870
20568,2022-04-28 19:06:05.626116,2022-04-29 04:44:05.680135,0 days 09:38:00.054019
20569,2022-04-29 04:44:05.681385,2022-04-29 05:21:05.899931,0 days 00:37:00.218546
20641,2022-04-29 07:42:05.564345,2022-04-30 04:44:05.942942,0 days 21:02:00.378597
20706,2022-04-30 07:33:06.084954,2022-05-02 04:44:06.041428,1 days 21:10:59.956474
20707,2022-05-02 04:44:06.042920,2022-05-02 05:20:05.565084,0 days 00:35:59.522164
20778,2022-05-02 08:43:05.862106,2022-05-02 09:23:05.816934,0 days 00:39:59.954828
20783,2022-05-02 09:46:06.086423,2022-05-02 10:04:05.801816,0 days 00:17:59.715393
20791,2022-05-02 10:37:06.248696,2022-05-02 10:58:05.973185,0 days 00:20:59.724489
20794,2022-05-02 11:02:05.919158,2022-05-03 04:44:06.128265,0 days 17:42:00.209107
20795,2022-05-03 04:44:06.129469,2022-05-03 05:13:06.264654,0 days 00:29:00.135185
20832,2022-05-03 07:10:05.684068,2022-05-04 04:44:05.501256,0 days 21:33:59.817188
20844,2022-05-04 05:44:05.863093,2022-05-04 11:41:05.657130,0 days 05:56:59.794037
20845,2022-05-04 11:42:06.216381,2022-05-04 19:14:05.385430,0 days 07:31:59.169049
20846,2022-05-04 19:15:05.849938,2022-05-05 04:44:06.225743,0 days 09:29:00.375805
20854,2022-05-05 05:13:05.976306,2022-05-05 05:30:05.610774,0 days 00:16:59.634468
20862,2022-05-05 05:59:05.965586,2022-05-05 06:35:06.260314,0 days 00:36:00.294728
20864,2022-05-05 06:38:05.883976,2022-05-05 06:56:06.047168,0 days 00:18:00.163192
20867,2022-05-05 07:00:06.194998,2022-05-06 05:47:06.299131,0 days 22:47:00.104133
20869,2022-05-06 05:48:05.759520,2022-05-06 06:27:06.250907,0 days 00:39:00.491387
20871,2022-05-06 06:28:05.715311,2022-05-06 13:41:06.161733,0 days 07:13:00.446422
20873,2022-05-06 13:48:05.327318,2022-05-07 04:44:05.560562,0 days 14:56:00.233244
20889,2022-05-07 05:42:05.694162,2022-05-07 05:58:06.022528,0 days 00:16:00.328366
20891,2022-05-07 05:59:05.394316,2022-05-09 06:06:05.929872,2 days 00:07:00.535556
20893,2022-05-09 06:10:05.772180,2022-05-09 07:05:05.754781,0 days 00:54:59.982601
20895,2022-05-09 07:08:05.792437,2022-05-09 08:17:05.787359,0 days 01:08:59.994922
20897,2022-05-09 08:18:06.381561,2022-05-10 06:13:05.498765,0 days 21:54:59.117204
20898,2022-05-10 06:13:05.500052,2022-05-10 07:08:05.790612,0 days 00:55:00.290560
20900,2022-05-10 07:09:06.260060,2022-05-11 06:15:05.648008,0 days 23:05:59.387948
20903,2022-05-11 06:22:05.930014,2022-05-11 07:36:06.383224,0 days 01:14:00.453210
20904,2022-05-11 07:36:06.384507,2022-05-12 10:28:06.460441,1 days 02:52:00.075934
20905,2022-05-12 10:28:06.461754,2022-05-12 13:28:06.217253,0 days 02:59:59.755499
20906,2022-05-12 13:28:06.218447,2022-05-13 07:20:06.297889,0 days 17:52:00.079442
20908,2022-05-13 07:21:05.867718,2022-05-13 07:37:05.972106,0 days 00:16:00.104388
20911,2022-05-13 07:45:05.538781,2022-05-13 08:04:05.716140,0 days 00:19:00.177359
21182,2022-05-13 15:49:05.607888,2022-05-13 16:07:06.319124,0 days 00:18:00.711236
21190,2022-05-13 16:24:05.846777,2022-05-14 06:13:06.273752,0 days 13:49:00.426975
21196,2022-05-14 06:31:05.555788,2022-05-14 06:49:05.552979,0 days 00:17:59.997191
21343,2022-05-14 12:24:05.706260,2022-05-16 04:43:05.739598,1 days 16:19:00.033338
21796,2022-05-16 16:24:05.634172,2022-05-16 18:19:05.437250,0 days 01:54:59.803078
21797,2022-05-16 18:20:06.018512,2022-05-16 23:10:05.514796,0 days 04:49:59.496284
21798,2022-05-16 23:11:06.095047,2022-05-17 04:43:06.419374,0 days 05:32:00.324327
21802,2022-05-17 05:03:05.942950,2022-05-17 05:49:06.048095,0 days 00:46:00.105145
21808,2022-05-17 06:28:06.094738,2022-05-17 08:01:06.110624,0 days 01:33:00.015886
21809,2022-05-17 08:01:06.112931,2022-05-17 08:43:05.616203,0 days 00:41:59.503272
21812,2022-05-17 08:57:06.061179,2022-05-17 09:57:05.765175,0 days 00:59:59.703996
21816,2022-05-17 10:03:05.780995,2022-05-17 10:21:06.169714,0 days 00:18:00.388719
21817,2022-05-17 10:22:05.976125,2022-05-17 10:41:06.035064,0 days 00:19:00.058939
21820,2022-05-17 10:49:06.159680,2022-05-17 11:11:05.561422,0 days 00:21:59.401742
22034,2022-05-17 16:42:05.950801,2022-05-18 04:17:05.922696,0 days 11:34:59.971895
22039,2022-05-18 04:31:06.144051,2022-05-18 04:53:06.150127,0 days 00:22:00.006076
22040,2022-05-18 04:53:06.151586,2022-05-18 05:18:06.045922,0 days 00:24:59.894336
22042,2022-05-18 05:25:06.151748,2022-05-18 06:41:05.571565,0 days 01:15:59.419817
22043,2022-05-18 06:41:05.573750,2022-05-18 06:59:05.691673,0 days 00:18:00.117923
22053,2022-05-18 07:55:06.269765,2022-05-18 08:12:06.162294,0 days 00:16:59.892529
22107,2022-05-18 12:01:06.452307,2022-05-18 12:24:05.551032,0 days 00:22:59.098725
22113,2022-05-18 12:43:05.895807,2022-05-18 13:01:05.662686,0 days 00:17:59.766879
22115,2022-05-18 13:04:06.413021,2022-05-18 13:20:06.188254,0 days 00:15:59.775233
22138,2022-05-18 15:14:06.217877,2022-05-18 15:30:05.917457,0 days 00:15:59.699580
22149,2022-05-18 16:23:05.897768,2022-05-18 17:09:05.622627,0 days 00:45:59.724859
22151,2022-05-18 17:17:06.317171,2022-05-18 20:04:05.675534,0 days 02:46:59.358363
22153,2022-05-18 20:18:06.026030,2022-05-18 20:34:05.453685,0 days 00:15:59.427655
22155,2022-05-18 20:38:06.066528,2022-05-18 23:42:06.225544,0 days 03:04:00.159016
22156,2022-05-18 23:42:06.228403,2022-05-19 07:27:06.338900,0 days 07:45:00.110497
22159,2022-05-19 07:42:05.749415,2022-05-19 09:07:05.663046,0 days 01:24:59.913631
22231,2022-05-19 13:03:05.421716,2022-05-19 13:25:05.651280,0 days 00:22:00.229564
22256,2022-05-19 15:57:05.939646,2022-05-19 17:02:06.135981,0 days 01:05:00.196335
22353,2022-05-19 20:16:05.799711,2022-05-20 07:38:05.845731,0 days 11:22:00.046020
22354,2022-05-20 07:38:05.846974,2022-05-20 08:39:06.149544,0 days 01:01:00.302570
22355,2022-05-20 08:39:06.150809,2022-05-20 08:57:05.718818,0 days 00:17:59.568009
22439,2022-05-20 13:43:05.623116,2022-05-20 14:19:06.017793,0 days 00:36:00.394677
22442,2022-05-20 14:23:05.468317,2022-05-20 14:57:05.819484,0 days 00:34:00.351167
22453,2022-05-20 16:01:06.083048,2022-05-20 16:29:06.389094,0 days 00:28:00.306046
22498,2022-05-20 18:26:06.317188,2022-05-20 22:39:06.116148,0 days 04:12:59.798960
22499,2022-05-20 22:40:05.703803,2022-05-21 07:57:05.913506,0 days 09:17:00.209703
22505,2022-05-21 08:28:06.019724,2022-05-21 08:46:06.145681,0 days 00:18:00.125957
22599,2022-05-21 13:02:06.116449,2022-05-21 13:31:05.867125,0 days 00:28:59.750676
22601,2022-05-21 13:35:06.283423,2022-05-21 13:59:05.502362,0 days 00:23:59.218939
22603,2022-05-21 14:03:05.890168,2022-05-21 14:22:06.339512,0 days 00:19:00.449344
22605,2022-05-21 14:30:06.278373,2022-05-21 19:33:05.656136,0 days 05:02:59.377763
22606,2022-05-21 19:33:05.657600,2022-05-21 19:55:05.607855,0 days 00:21:59.950255
22607,2022-05-21 19:55:05.609005,2022-05-21 21:47:06.144661,0 days 01:52:00.535656
22608,2022-05-21 21:47:06.145878,2022-05-22 01:30:05.406118,0 days 03:42:59.260240
22609,2022-05-22 01:30:05.407416,2022-05-22 01:45:06.101048,0 days 00:15:00.693632
22610,2022-05-22 01:45:06.102754,2022-05-22 02:04:06.179253,0 days 00:19:00.076499
22616,2022-05-22 02:44:05.792634,2022-05-22 04:43:06.373363,0 days 01:59:00.580729
22618,2022-05-22 04:55:05.422323,2022-05-22 06:24:05.597505,0 days 01:29:00.175182
22634,2022-05-22 07:08:05.567937,2022-05-22 07:58:05.480412,0 days 00:49:59.912475
22639,2022-05-22 08:19:05.970642,2022-05-22 09:33:06.184924,0 days 01:14:00.214282
22641,2022-05-22 09:38:05.813017,2022-05-22 09:54:06.215443,0 days 00:16:00.402426
22642,2022-05-22 09:55:05.677484,2022-05-22 10:52:06.199797,0 days 00:57:00.522313
22644,2022-05-22 10:56:05.532755,2022-05-23 01:22:05.976235,0 days 14:26:00.443480
22645,2022-05-23 01:23:05.596835,2022-05-23 01:39:06.069815,0 days 00:16:00.472980
22646,2022-05-23 01:40:05.581124,2022-05-23 03:24:05.775200,0 days 01:44:00.194076
22647,2022-05-23 03:25:06.335924,2022-05-23 04:18:06.503265,0 days 00:53:00.167341
22661,2022-05-23 05:21:05.886821,2022-05-23 05:47:06.272830,0 days 00:26:00.386009
22664,2022-05-23 06:00:06.630462,2022-05-23 06:18:06.271128,0 days 00:17:59.640666
22665,2022-05-23 06:18:06.272592,2022-05-23 06:54:06.369733,0 days 00:36:00.097141
22670,2022-05-23 07:04:06.443632,2022-05-23 07:28:05.893471,0 days 00:23:59.449839
22681,2022-05-23 07:55:06.104424,2022-05-23 08:11:05.900692,0 days 00:15:59.796268
22684,2022-05-23 08:19:06.309542,2022-05-23 08:35:05.984915,0 days 00:15:59.675373
23028,2022-05-23 16:28:05.938972,2022-05-23 17:51:06.086121,0 days 01:23:00.147149
23030,2022-05-23 17:56:06.100226,2022-05-24 04:17:05.969260,0 days 10:20:59.869034
23035,2022-05-24 04:29:05.841022,2022-05-24 04:54:05.885855,0 days 00:25:00.044833
23044,2022-05-24 06:07:06.721950,2022-05-24 06:23:05.546497,0 days 00:15:58.824547
23274,2022-05-24 16:43:05.487920,2022-05-24 17:30:05.885612,0 days 00:47:00.397692
23275,2022-05-24 17:31:05.629133,2022-05-24 17:59:05.716032,0 days 00:28:00.086899
23327,2022-05-24 19:32:06.158652,2022-05-24 21:27:05.786023,0 days 01:54:59.627371
23329,2022-05-24 21:35:06.313839,2022-05-25 04:16:06.161069,0 days 06:40:59.847230
23341,2022-05-25 05:21:05.939008,2022-05-25 05:41:05.734457,0 days 00:19:59.795449
23343,2022-05-25 05:45:05.568445,2022-05-25 06:04:06.049714,0 days 00:19:00.481269
23345,2022-05-25 06:08:05.970772,2022-05-25 06:31:06.403485,0 days 00:23:00.432713
23373,2022-05-25 08:45:06.472776,2022-05-25 09:03:05.519070,0 days 00:17:59.046294
23616,2022-05-25 16:40:05.905287,2022-05-25 16:56:05.565598,0 days 00:15:59.660311
23621,2022-05-25 17:25:05.474122,2022-05-25 18:13:06.268193,0 days 00:48:00.794071
23623,2022-05-25 18:15:05.611745,2022-05-25 18:42:06.034983,0 days 00:27:00.423238
23642,2022-05-25 19:40:05.817739,2022-05-25 20:11:06.179400,0 days 00:31:00.361661
23654,2022-05-25 21:03:05.954139,2022-05-25 23:39:06.277215,0 days 02:36:00.323076
23658,2022-05-25 23:52:06.226319,2022-05-26 00:08:06.305556,0 days 00:16:00.079237
23660,2022-05-26 00:09:05.950140,2022-05-26 06:54:05.632805,0 days 06:44:59.682665
23662,2022-05-26 07:01:05.677532,2022-05-26 07:44:05.857462,0 days 00:43:00.179930
23667,2022-05-26 08:12:06.288342,2022-05-26 08:29:05.620429,0 days 00:16:59.332087
23668,2022-05-26 08:30:06.312326,2022-05-26 08:47:06.238591,0 days 00:16:59.926265
23817,2022-05-26 16:07:06.119102,2022-05-26 16:22:06.180113,0 days 00:15:00.061011
23819,2022-05-26 16:23:05.873780,2022-05-26 16:42:05.732688,0 days 00:18:59.858908
23821,2022-05-26 16:44:05.918531,2022-05-26 17:17:05.700187,0 days 00:32:59.781656
23824,2022-05-26 17:22:05.881472,2022-05-26 18:16:05.645999,0 days 00:53:59.764527
23922,2022-05-26 22:05:06.070247,2022-05-26 22:25:06.024093,0 days 00:19:59.953846
23928,2022-05-26 22:47:06.054989,2022-05-27 01:10:05.663071,0 days 02:22:59.608082
23929,2022-05-27 01:10:05.664442,2022-05-27 01:31:06.032222,0 days 00:21:00.367780
23930,2022-05-27 01:31:06.033798,2022-05-27 04:23:05.834773,0 days 02:51:59.800975
23934,2022-05-27 04:36:06.337104,2022-05-27 06:08:06.259318,0 days 01:31:59.922214
23936,2022-05-27 06:10:05.949783,2022-05-27 07:20:06.303289,0 days 01:10:00.353506
23944,2022-05-27 07:56:05.595717,2022-05-27 08:11:05.870498,0 days 00:15:00.274781
23955,2022-05-27 09:02:06.151590,2022-05-27 09:22:06.357818,0 days 00:20:00.206228
24076,2022-05-27 14:39:06.048070,2022-05-27 14:59:05.754690,0 days 00:19:59.706620
24084,2022-05-27 15:18:06.011670,2022-05-27 15:59:06.012073,0 days 00:41:00.000403
24103,2022-05-27 17:31:06.578958,2022-05-27 17:48:06.172533,0 days 00:16:59.593575
24105,2022-05-27 17:50:05.622140,2022-05-27 18:27:05.860546,0 days 00:37:00.238406
24192,2022-05-27 20:27:05.813726,2022-05-27 21:53:05.718824,0 days 01:25:59.905098
24194,2022-05-27 22:01:06.476434,2022-05-28 06:25:06.428627,0 days 08:23:59.952193
24198,2022-05-28 06:43:06.376988,2022-05-28 07:19:05.895612,0 days 00:35:59.518624
24200,2022-05-28 07:23:05.546223,2022-05-28 08:46:06.162463,0 days 01:23:00.616240
24201,2022-05-28 08:46:06.163913,2022-05-31 07:00:06.160491,2 days 22:13:59.996578
24202,2022-05-31 07:00:06.161883,2022-05-31 13:01:05.829394,0 days 06:00:59.667511
24203,2022-05-31 13:02:05.401254,2022-06-01 08:23:05.970453,0 days 19:21:00.569199
24204,2022-06-01 08:23:05.972240,2022-06-01 09:56:05.765312,0 days 01:32:59.793072
24241,2022-06-01 10:58:05.970489,2022-06-01 11:53:05.702464,0 days 00:54:59.731975
24243,2022-06-01 11:57:05.542314,2022-06-01 20:46:06.008929,0 days 08:49:00.466615
24244,2022-06-01 20:46:06.010316,2022-06-01 21:04:06.042015,0 days 00:18:00.031699
24245,2022-06-01 21:04:06.043352,2022-06-01 22:14:05.898219,0 days 01:09:59.854867
24248,2022-06-01 22:20:05.501021,2022-06-02 07:23:06.163424,0 days 09:03:00.662403
24261,2022-06-02 07:43:05.607519,2022-06-02 08:27:05.711713,0 days 00:44:00.104194
24264,2022-06-02 08:38:06.364957,2022-06-02 10:41:06.135784,0 days 02:02:59.770827
24265,2022-06-02 10:41:06.137005,2022-06-02 12:05:05.965386,0 days 01:23:59.828381
24336,2022-06-02 14:59:06.105039,2022-06-02 16:01:05.889279,0 days 01:01:59.784240
24338,2022-06-02 16:05:05.637597,2022-06-02 16:22:06.055618,0 days 00:17:00.418021
24342,2022-06-02 16:36:05.583873,2022-06-02 17:09:05.758502,0 days 00:33:00.174629
24433,2022-06-02 19:35:05.581216,2022-06-03 07:45:06.495189,0 days 12:10:00.913973
24434,2022-06-03 07:45:06.498013,2022-06-03 08:01:06.476044,0 days 00:15:59.978031
24435,2022-06-03 08:01:06.477294,2022-06-03 08:37:06.118799,0 days 00:35:59.641505
24451,2022-06-03 09:58:06.140315,2022-06-03 10:29:06.412659,0 days 00:31:00.272344
24466,2022-06-03 11:14:05.819699,2022-06-03 11:29:05.943812,0 days 00:15:00.124113
24544,2022-06-03 16:20:05.774559,2022-06-03 17:23:05.863784,0 days 01:03:00.089225
24553,2022-06-03 17:52:06.250469,2022-06-03 18:11:06.377969,0 days 00:19:00.127500
24555,2022-06-03 18:12:05.903749,2022-06-03 18:31:05.563649,0 days 00:18:59.659900
24557,2022-06-03 18:32:06.091382,2022-06-03 18:58:05.846791,0 days 00:25:59.755409
24559,2022-06-03 18:59:06.254031,2022-06-03 19:42:06.414257,0 days 00:43:00.160226
24561,2022-06-03 19:43:05.940360,2022-06-03 20:04:06.194739,0 days 00:21:00.254379
24563,2022-06-03 20:05:05.873453,2022-06-04 06:59:05.558467,0 days 10:53:59.685014
24570,2022-06-04 07:45:05.657249,2022-06-04 08:23:05.358510,0 days 00:37:59.701261
24597,2022-06-04 10:02:06.245778,2022-06-04 10:35:06.297065,0 days 00:33:00.051287
24746,2022-06-04 17:30:05.958698,2022-06-04 17:52:05.873311,0 days 00:21:59.914613
24748,2022-06-04 17:54:05.828557,2022-06-04 20:25:05.665011,0 days 02:30:59.836454
24749,2022-06-04 20:25:05.666273,2022-06-04 20:46:06.091193,0 days 00:21:00.424920
24750,2022-06-04 20:46:06.092991,2022-06-04 22:03:06.256838,0 days 01:17:00.163847
24751,2022-06-04 22:03:06.259212,2022-06-05 08:44:06.131922,0 days 10:40:59.872710
24754,2022-06-05 08:52:05.807592,2022-06-05 09:38:05.565351,0 days 00:45:59.757759
24773,2022-06-05 10:55:06.501436,2022-06-05 12:22:06.108129,0 days 01:26:59.606693
24775,2022-06-05 12:26:06.067212,2022-06-06 02:44:05.888964,0 days 14:17:59.821752
24777,2022-06-06 02:49:06.222757,2022-06-06 03:49:05.970237,0 days 00:59:59.747480
24778,2022-06-06 03:49:05.971410,2022-06-06 04:24:06.041988,0 days 00:35:00.070578
24823,2022-06-06 06:51:06.010502,2022-06-06 07:34:05.822533,0 days 00:42:59.812031
24825,2022-06-06 07:45:06.056361,2022-06-06 08:11:06.503551,0 days 00:26:00.447190
25005,2022-06-06 14:08:06.241518,2022-06-06 14:35:05.454467,0 days 00:26:59.212949
25055,2022-06-06 17:20:05.945525,2022-06-06 17:43:05.689132,0 days 00:22:59.743607
25056,2022-06-06 17:43:05.690453,2022-06-06 19:19:05.763233,0 days 01:36:00.072780
25057,2022-06-06 19:19:05.764660,2022-06-07 04:15:06.344871,0 days 08:56:00.580211
25063,2022-06-07 04:40:05.980181,2022-06-07 06:36:05.485658,0 days 01:55:59.505477
25064,2022-06-07 06:36:05.486827,2022-06-07 06:56:05.680136,0 days 00:20:00.193309
25066,2022-06-07 07:02:06.040335,2022-06-07 07:30:05.914608,0 days 00:27:59.874273
25070,2022-06-07 07:43:05.456957,2022-06-07 07:58:05.528503,0 days 00:15:00.071546
25075,2022-06-07 08:22:05.727853,2022-06-07 08:40:06.272559,0 days 00:18:00.544706
25077,2022-06-07 08:44:05.832046,2022-06-07 09:11:06.204590,0 days 00:27:00.372544
25115,2022-06-07 10:46:05.930567,2022-06-07 11:03:05.493849,0 days 00:16:59.563282
25230,2022-06-07 17:27:05.362371,2022-06-07 17:46:06.498346,0 days 00:19:01.135975
25234,2022-06-07 17:58:06.095295,2022-06-07 18:51:06.155602,0 days 00:53:00.060307
25235,2022-06-07 18:52:05.608724,2022-06-07 19:12:06.216280,0 days 00:20:00.607556
25340,2022-06-07 22:34:05.429943,2022-06-07 23:29:05.977556,0 days 00:55:00.547613
25342,2022-06-07 23:30:05.581912,2022-06-08 08:00:05.913179,0 days 08:30:00.331267
25357,2022-06-08 08:34:05.474078,2022-06-08 09:05:05.984088,0 days 00:31:00.510010
25358,2022-06-08 09:05:05.985543,2022-06-08 09:37:05.733626,0 days 00:31:59.748083
25359,2022-06-08 09:37:05.734862,2022-06-08 10:03:05.443704,0 days 00:25:59.708842
25360,2022-06-08 10:03:05.444940,2022-06-09 01:02:05.275760,0 days 14:58:59.830820
25362,2022-06-09 01:14:05.407460,2022-06-09 01:30:05.380728,0 days 00:15:59.973268
25364,2022-06-09 01:37:05.640036,2022-06-09 02:04:05.863829,0 days 00:27:00.223793
25365,2022-06-09 02:04:05.865257,2022-06-09 02:24:05.419454,0 days 00:19:59.554197
25366,2022-06-09 02:24:05.420780,2022-06-09 02:52:05.760558,0 days 00:28:00.339778
25368,2022-06-09 03:00:05.822014,2022-06-09 03:31:05.626853,0 days 00:30:59.804839
25370,2022-06-09 03:36:05.970785,2022-06-09 07:04:05.469836,0 days 03:27:59.499051
25380,2022-06-09 07:23:06.240236,2022-06-09 08:11:05.862707,0 days 00:47:59.622471
25381,2022-06-09 08:11:05.867236,2022-06-09 08:40:06.181800,0 days 00:29:00.314564
25382,2022-06-09 08:40:06.183737,2022-06-09 10:45:06.238195,0 days 02:05:00.054458
25383,2022-06-09 10:45:06.239686,2022-06-09 12:40:05.759331,0 days 01:54:59.519645
25385,2022-06-09 12:42:05.854229,2022-06-09 13:21:06.171196,0 days 00:39:00.316967
25390,2022-06-09 13:32:06.046951,2022-06-09 14:02:05.384334,0 days 00:29:59.337383
25392,2022-06-09 14:04:05.325717,2022-06-09 16:37:05.692341,0 days 02:33:00.366624
25393,2022-06-09 16:37:05.693845,2022-06-09 16:57:05.731745,0 days 00:20:00.037900
25394,2022-06-09 16:57:05.732944,2022-06-09 18:14:06.321012,0 days 01:17:00.588068
25395,2022-06-09 18:14:06.322183,2022-06-10 07:12:05.956954,0 days 12:57:59.634771
25396,2022-06-10 07:12:05.958281,2022-06-10 10:08:05.562905,0 days 02:55:59.604624
25422,2022-06-10 11:10:05.667462,2022-06-10 13:19:06.118870,0 days 02:09:00.451408
25427,2022-06-10 13:28:06.036971,2022-06-10 14:50:05.563211,0 days 01:21:59.526240
25429,2022-06-10 15:00:06.285345,2022-06-10 18:30:06.033178,0 days 03:29:59.747833
25431,2022-06-10 18:45:05.373282,2022-06-10 19:23:05.756297,0 days 00:38:00.383015
25432,2022-06-10 19:23:05.757723,2022-06-11 08:37:06.264215,0 days 13:14:00.506492
25439,2022-06-11 08:48:06.292924,2022-06-11 09:56:06.281113,0 days 01:07:59.988189
25441,2022-06-11 10:01:05.585760,2022-06-11 10:52:06.063512,0 days 00:51:00.477752
25442,2022-06-11 10:52:06.064645,2022-06-11 12:12:05.414467,0 days 01:19:59.349822
25444,2022-06-11 12:18:05.306954,2022-06-11 18:51:06.023563,0 days 06:33:00.716609
25445,2022-06-11 18:51:06.025295,2022-06-11 19:08:06.051026,0 days 00:17:00.025731
25446,2022-06-11 19:08:06.052554,2022-06-11 20:17:05.545539,0 days 01:08:59.492985
25447,2022-06-11 20:17:05.546741,2022-06-12 09:14:05.540219,0 days 12:56:59.993478
25448,2022-06-12 09:14:05.541515,2022-06-12 10:08:05.694839,0 days 00:54:00.153324
25450,2022-06-12 10:12:06.405197,2022-06-12 10:51:05.733306,0 days 00:38:59.328109
